202tabanP;2021tabanY;2022tabanP;2022tabanY;2023tabanP;2023tabanY
201,2786;88,45;240,3988;66,16;240,5357;64,33
201,1818;88,51;240,3786;66,17;240,5293;51,54
200,8591;88,73;240,3421;66,2;240,4319;56,06
200,7225;88,83;240,1869;66,3;240,2735;64,47
200,5798;88,93;240,1821;66,3;240,1441;42,38
200,3915;89,06;240;66,38;240,1158;64,55
200,3755;89,07;239,9919;66,42;240,109;64,55
200,3684;89,07;239,9411;66,45;240,1002;64,56
200;89,28;239,6751;66,61;240,0844;64,56
200;89,43;239,6539;66,63;239,6515;64,81
199,8227;89,44;239,6149;66,65;239,6112;46,41
199,6239;89,57;239,6086;66,66;239,4125;54,21
199,5625;89,61;239,3759;66,8;239,3772;64,96
199,4971;89,66;239,2765;66,87;239,2681;19,07
199,2837;89,8;239,1475;66,96;239,0626;65,14
199,2618;89,81;239,1298;66,97;238,9908;65,18
199,2297;89,83;239,11;66,98;238,9493;65,2
199;90,1;239,0689;67,01;238,9337;65,21
198,7825;90,12;239,0511;67,02;238,7781;53,94
198,75;90,14;238,9966;67,05;238,7645;48,19
198,3553;90,38;238,9455;67,08;238,76;65,31
198,2316;90,45;238,6512;67,28;238,7123;65,34
197,9163;90,64;238,6375;67,28;238,6875;65,35
197,89;90,66;238,6054;67,3;238,6416;65,38
197,7167;90,77;238,5818;67,32;238,6405;36,74
197,4881;90,9;238,4703;67,39;238,3611;65,53
197,3812;90,97;238,4449;67,41;238,3261;65,55
197,3764;90,97;238,3957;67,44;238,3151;65,56
197,2452;91,05;238,2875;67,51;238,1835;65,63
197,2305;91,06;237,8539;67,79;238,0322;65,72
197,2142;91,07;237,8471;67,8;238,0056;58,98
197,0227;91,18;237,7633;67,85;237,7809;65,85
197,0008;91,2;237,7262;67,87;237,7752;65,86
196,9408;91,23;237,6939;67,89;237,7627;65,86
196,8205;91,3;237,6025;67,95;237,6478;65,93
196,76;91,33;237,5712;67,98;237,449;66,05
196,7229;91,35;237,4667;68,05;237,2378;66,17
196,5254;91,47;237,2739;68,17;236,9857;66,31
196,4702;91,5;237,2303;68,2;236,7899;66,42
196,3216;91,59;237,1942;68,22;236,6979;66,47
196,2346;91,63;237;68,38;236,605;66,52
196,0825;91,72;236,8884;68,42;236,5993;61,28
195,8639;91,85;236,8661;68,44;236,5234;43,53
195,4241;92,09;236,7924;68,49;236,4224;29,43
195,4007;92,1;236,7261;68,53;236,3726;66,65
195,3051;92,16;236,6814;68,56;236,3506;66,67
195,1574;92,24;236,5151;68,67;236,2581;66,72
195,1547;92,24;236,3699;68,77;236,1838;52,3
194,9251;92,36;236,1877;68,89;235,805;66,98
194,7696;92,45;236,1844;68,89;235,7038;67,04
194,4973;92,6;236,1386;68,92;235,5059;67,15
194,4016;92,65;236,0996;68,94;235,4817;67,16
194,2546;92,72;236,0763;68,96;235,3939;67,21
194,1292;92,78;236;68,71;235,3103;34,05
194;92,75;236;69,16;235,0823;67,4
193,9817;92,86;235,9787;69,02;235,0445;64,47
193,9625;92,87;235,9384;69,05;234,9335;61,81
193,9453;92,87;235,8412;69,11;234,8495;67,53
193,9338;92,88;235,6853;69,21;234,7412;67,59
193,5169;93,1;235,5642;69,29;234,1714;67,93
193,3802;93,18;235,5567;69,3;234,1379;67,95
193,3307;93,2;235,5503;69,3;234,1174;15,81
193,3086;93,21;235,5072;69,33;233,9502;68,07
193,2789;93,23;235,4848;69,34;233,8227;68,14
193,0478;93,35;235,4764;69,35;233,4957;68,33
193;93,24;235,4152;69,39;233,3828;49,93
193;93,34;235,3979;69,4;233,2647;68,46
192,9453;93,39;235,2926;69,47;233,0918;68,57
192,9096;93,41;235,2309;69,51;233,0815;58,99
192,9008;93,42;235,0398;69,64;232,9362;68,66
192,7051;93,51;235,0266;69,65;232,812;68,73
192,1397;93,77;234,8209;69,79;232,7851;68,75
192,0025;93,83;234,7631;69,83;232,7777;63,76
191,7741;93,94;234,6574;69,9;232,7736;68,76
191,4929;94,07;234,6391;69,91;232,7708;68,76
191,4882;94,07;234,5302;69,99;232,6844;68,81
191,15;94,22;234,4448;70,04;232,5613;42,3
191,1197;94,23;234,4329;70,05;232,4971;58,6
190,9178;94,33;234,2327;70,19;232,4234;68,97
190,8067;94,38;234,1933;70,22;231,9592;50,2
190,5433;94,49;234,0893;70,28;231,871;69,3
190,5021;94,51;234;70,27;231,845;69,32
190,4891;94,52;234;70,31;231,6619;69,42
190,0261;94,7;234;70,6;231,5393;69,5
189,8089;94,79;233,9686;70,36;231,5229;69,51
189,7256;94,83;233,8744;70,42;231,4892;65,34
189,6377;94,87;233,7847;70,48;231,3976;69,58
189,4945;94,93;233,7768;70,49;231,1544;69,72
189,4005;94,96;233,6603;70,56;231,0534;50,63
189;94,95;233,5536;70,63;230,9889;47,9
188,9447;95,15;233,5163;70,66;230,9583;69,84
188,8169;95,2;233,5117;70,66;230,9266;69,86
188,8068;95,21;233,3315;70,78;230,7791;69,94
188,7838;95,21;233,2895;70,81;230,3967;70,17
188,7711;95,22;233,2834;70,82;230,2616;60,26
188,7681;95,22;233,2802;70,82;230,1411;70,33
188,6133;95,28;233;70,68;230,102;70,35
188,5061;95,32;233;70,85;230,0882;70,36
188,4055;95,36;232,8916;71,08;230,0282;70,4
188,3703;95,38;232,4266;71,41;229,9869;63,63
188,2438;95,43;232,3771;71,44;229,8631;36,97
188,1074;95,49;232,2451;71,53;229,6974;59,38
188,0291;95,51;232,2374;71,53;229,5473;65,14
187,9067;95,56;232,0819;71,64;229,4835;70,72
187,6829;95,64;232,0192;71,68;229,4769;70,73
187,5726;95,68;232,0128;71,68;229,1304;70,94
187,5351;95,7;232;71,61;229,0057;71,01
187,5044;95,71;232;71,79;228,7073;59,59
187,43;95,73;231,7949;71,83;228,6667;71,23
187,3857;95,75;231,7633;71,86;228,5855;71,28
187,2211;95,81;231,6981;71,9;228,4885;71,33
187,2203;95,81;231,6039;71,96;228,4752;71,34
187,1911;95,82;231,5743;71,98;228,4516;71,36
187,0664;95,86;231,4779;72,05;228,3926;61,17
187;95,74;231,4755;72,05;228,3636;71,41
186,8739;95,93;231,4111;72,1;228,2514;71,48
186,8229;95,95;231,3168;72,16;228,0092;71,64
186,7478;95,97;231,0814;72,32;227,9452;71,68
186,7465;95,97;231,0423;72,34;227,7959;71,77
186,7353;95,98;231;72,45;227,6913;71,84
186,6899;95,99;231;72,45;227,6213;60,19
186,4157;96,08;231;72,46;227,599;71,89
186;96,1;230,9727;72,39;227,5885;61,61
186;96,32;230,8706;72,46;227,5744;71,91
185,9318;96,25;230,8673;72,47;227,5405;43,53
185,8621;96,27;230,7687;72,54;227,4474;53,51
185,8174;96,29;230,7292;72,56;227,4156;72
185,7514;96,31;230,6959;72,59;227,2235;72,12
185,7369;96,31;230,6797;72,6;227,0262;72,25
185,7062;96,32;230,6465;72,62;226,8146;72,38
185,3674;96,44;230,5598;72,68;226,8089;61,68
184,9088;96,57;230,3758;72,8;226,7431;72,42
184,7845;96,61;230,2482;72,89;226,7088;72,44
184,7454;96,62;230;72,73;226,4778;72,59
184,5971;96,66;229,9235;73,11;226,152;72,77
184;96,72;229,6595;73,29;226,0978;58,6
183,8934;96,87;229,6029;73,33;225,9857;72,88
183,7143;96,92;229,54;73,37;225,9755;72,88
183,6915;96,92;229,4086;73,46;225,9653;72,89
183,6042;96,94;229,3095;73,53;225,93;72,91
183,2874;97,03;229,1999;73,61;225,8297;72,97
183,2581;97,04;229,0601;73,7;225,7571;57,38
183,1259;97,07;228,9798;73,76;225,7512;73,02
183,0931;97,09;228,7653;73,9;225,6859;73,06
183,0908;97,09;228,6108;74,01;225,6139;73,11
182,9219;97,13;228,5954;74,02;225,4745;73,19
182,8173;97,16;228,5642;74,04;225,3626;73,27
182,7491;97,18;228,4741;74,1;225,3063;73,31
182,6322;97,21;228,4146;74,14;225,2603;73,33
182,63;97,21;228,3705;74,17;224,8672;62,35
182,5217;97,24;228,3563;74,19;224,863;73,58
182,1261;97,34;228,2465;74,26;224,8083;66,98
181,7718;97,43;228,2073;74,28;224,8076;61,86
181,7128;97,45;228,1766;74,3;224,7594;73,65
181,6876;97,45;228,1162;74,35;224,5502;73,78
181,5928;97,48;228,0506;74,39;224,309;62,81
181,5703;97,48;227,8477;74,53;224,227;73,98
181,4612;97,51;227,6504;74,66;223,9921;74,13
181,3787;97,53;227,6471;74,66;223,9194;74,17
181,0719;97,6;227,4694;74,79;223,7492;74,28
181;97,65;227,4678;74,79;223,6029;63,13
180,7189;97,69;227,4289;74,82;223,4826;74,46
180,7027;97,69;227,4109;74,83;223,4576;74,47
180,6158;97,71;227,3605;74,86;223,3952;43,53
180,4673;97,74;227,24;74,95;223,3685;74,53
180,3039;97,78;227;74,87;223,3656;74,54
180,2521;97,79;227;74,95;223,2945;68,76
180,0631;97,83;226,9408;75,15;223,1311;51,81
179,9624;97,85;226,9288;75,16;223,1311;74,69
179,0561;98,04;226,7567;75,28;222,9987;74,77
179,0542;98,04;226,7156;75,31;222,9466;74,81
178,6221;98,13;226,4135;75,51;222,9397;74,81
178,5593;98,14;226,3427;75,56;222,8506;76,48
178,5024;98,15;226,0186;75,78;222,6887;74,97
178,4823;98,15;225,8323;75,91;222,3849;75,17
178,1474;98,21;225,7951;75,93;222,3742;75,17
177,9336;98,25;225,7225;75,99;222,2331;65,86
177,9123;98,26;225,6443;76,04;222,1529;75,31
177,9016;98,26;225,6199;76,06;222,1321;75,32
177,8072;98,28;225,5868;76,08;221,969;65,21
177,6865;98,3;225,5364;76,11;221,906;75,46
177,4673;98,34;225,5233;76,12;221,8921;75,47
177,2578;98,37;225,34;76,25;221,7655;75,56
177;98,48;225,2011;76,34;221,7081;75,6
176,8375;98,45;225,0214;76,47;221,6993;51,36
176,5787;98,49;225;76,29;221,6511;75,64
176,2174;98,55;225;76,36;221,6323;75,65
175,8073;98,61;224,9324;76,52;221,6281;75,65
175,7863;98,62;224,9;76,55;221,504;75,73
175,5495;98,65;224,7793;76,63;221,4892;75,74
175,4721;98,66;224,7744;76,63;221,4657;75,76
175,4561;98,66;224,6231;76,74;221,2769;75,88
174,8743;98,74;224,5891;76,76;221,2765;75,88
174,7728;98,76;224,5382;76,8;221,1645;75,95
174,5373;98,79;224,2881;76,97;221,0908;64,01
174,3403;98,81;224,2826;76,97;220,8898;76,13
174,0647;98,85;224,2795;76,97;220,7604;76,21
174;98,89;224,2363;77,01;220,5355;76,36
173,7543;98,89;224,0996;77,09;220,5187;76,37
173,6475;98,9;224,0182;77,15;220,5011;76,38
173,5939;98,91;223,6166;77,43;220,4622;76,4
173,2778;98,94;223,5504;77,47;220,346;76,48
173,2235;98,95;223,4011;77,58;220,3385;76,48
173,1961;98,96;223,3686;77,6;220,3159;76,5
173,1922;98,96;223,2475;77,69;220,3081;54,89
173,0524;98,97;223,2218;77,7;220,2986;76,51
172,4265;99,04;223,2201;77,71;220,2358;76,55
171,7559;99,12;222,9024;77,93;220,1966;60,37
171,4224;99,15;222,8666;77,96;220,1768;68,81
171,3953;99,15;222,2817;78,35;220,1413;76,61
171,3369;99,16;222,2594;78,37;219,9901;76,72
170,6604;99,22;222,1644;78,44;219,78;76,85
170;99,28;222,1117;78,48;219,6409;76,61
169,5484;99,32;222,0869;78,49;219,5682;76,99
168,3447;99,41;221,8929;78,63;219,4481;77,07
168,1897;99,42;221,5228;78,89;219,3815;77,11
168,1344;99,43;221,4318;78,95;219,2499;61,66
167,9828;99,44;221,1894;79,11;219,246;77,21
167,9091;99,44;221,0336;79,23;219,1;77,3
167,7597;99,45;221,0042;79,25;218,9927;66,42
167,1053;99,5;221;78,92;218,8873;77,43
166,1347;99,56;220,9713;79,27;218,8394;77,47
165,6674;99,58;220,9412;79,29;218,8359;64,33
165,6563;99,58;220,8899;79,33;218,5945;77,63
165,5796;99,59;220,8534;79,36;218,5566;77,66
164,6171;99,64;220,5375;79,57;218,5485;77,66
163,9091;99,67;220,5085;79,6;218,4632;77,72
163,4021;99,69;220,2393;79,79;218,4597;77,72
161,8165;99,75;220;80,25;218,3589;51,18
160,7593;99,79;219,6034;80,23;218,3195;77,81
160,5007;99,8;219,2812;80,45;218,2391;77,86
159,3248;99,83;219,1671;80,53;218,0517;77,99
158,8096;99,84;219,0584;80,61;217,9515;78,05
158,5704;99,85;219,0425;80,62;217,5888;30,07
158,3429;99,85;219;80,69;217,5884;49,21
158,0075;99,86;218,9997;80,64;217,5856;78,28
156,0349;99,9;218,9044;80,71;217,5749;78,29
155;99,91;218,8645;80,74;217,4622;78,37
154,2538;99,92;218,6833;80,86;217,401;78,4
154;99,93;218,6507;80,89;217,3949;65,38
153,6198;99,93;218,5684;80,94;217,3077;61,26
152;99,94;218,4786;81;217,1278;78,58
;;218,4579;81,02;217,0824;78,61
;;218,4304;81,04;217,0068;78,66
;;218,2916;81,13;216,9709;78,68
;;218;80,99;216,8837;78,74
;;217,9075;81,4;216,8427;78,77
;;217,6825;81,55;216,7915;75,6
;;217,6767;81,55;216,5656;78,95
;;217,6262;81,58;216,5608;78,95
;;217,6123;81,59;216,2801;46,41
;;217,6093;81,59;216,1628;55,34
;;217,5585;81,63;216,0045;79,31
;;217,4372;81,72;215,6345;79,56
;;217,1524;81,91;215,5168;79,64
;;217,1312;81,92;215,2998;79,78
;;216,8162;82,14;215,2982;78,61
;;216,7815;82,16;215,1812;79,86
;;216,5215;82,34;215,0021;79,98
;;216,4023;82,42;214,8853;80,05
;;216,3878;82,43;214,8228;80,09
;;216,2287;82,54;214,8224;80,09
;;216,0481;82,66;214,6782;80,19
;;215,9668;82,72;214,5618;80,26
;;215,7228;82,88;214,5054;80,3
;;215,7032;82,9;214,4821;80,32
;;215,6156;82,96;214,3864;60,26
;;215,5624;82,99;214,0088;80,63
;;215,5005;83,03;213,9102;80,69
;;215,4525;83,07;213,8987;80,7
;;215,4126;83,09;213,8612;74,47
;;215,3679;83,12;213,8492;80,73
;;215,2054;83,23;213,6911;80,83
;;215,0157;83,36;213,6758;80,84
;;214,7522;83,54;213,481;80,96
;;214,6503;83,61;213,4618;80,98
;;214,5279;83,69;213,4061;81,01
;;214,5277;83,69;212,9303;81,33
;;214,5043;83,71;212,8769;31,92
;;214,2723;83,87;212,747;80,63
;;214,2611;83,87;212,7334;72,25
;;214,2062;83,91;212,4028;45,25
;;214,1299;83,96;212,3853;81,69
;;213,7724;84,2;212,3217;81,73
;;213,6576;84,28;212,1804;81,82
;;213,4606;84,41;212,0875;79,64
;;213,4233;84,44;211,6191;82,18
;;213,1521;84,61;211,5114;82,25
;;213,1463;84,62;211,4909;82,26
;;213,1067;84,64;211,4468;82,29
;;212,7953;84,85;211,3452;65,38
;;212,6096;84,97;211,285;71,28
;;212,2656;85,19;211,1348;82,48
;;212,2611;85,19;211,091;82,51
;;211,9575;85,39;210,6241;82,81
;;211,8327;85,48;210,617;82,82
;;211,7814;85,51;210,5855;82,84
;;211,6968;85,57;210,396;82,96
;;211,5313;85,67;210,33;83,01
;;211,4602;85,72;210,1725;46,41
;;211,2913;85,83;210,1671;83,11
;;211,2406;85,86;210,1532;83,12
;;211,2216;85,88;210,0163;83,22
;;211,1308;85,94;209,9906;83,23
;;211,1217;85,94;209,8275;83,34
;;211,0715;85,98;209,7552;83,38
;;211,0597;85,99;209,7324;83,39
;;211;86,34;209,659;83,44
;;210,7602;86,18;209,6022;83,48
;;210,4435;86,38;209,5477;83,51
;;210,1046;86,59;209,4903;83,55
;;210;86,43;209,3218;83,44
;;210;86,64;209,2798;83,68
;;210;86,9;209,1744;83,75
;;209,9314;86,7;209,1512;83,76
;;209,6768;86,85;209,0739;83,81
;;209,4366;87;209,0466;68,33
;;209,3804;87,04;208,7936;84
;;209,0392;87,25;208,6985;65,55
;;209;87,51;208,6279;84,11
;;208,6244;87,5;208,5317;34,29
;;208,3707;87,66;208,5263;72,97
;;208,3125;87,69;208,4962;84,19
;;208,2319;87,74;208,4471;80,69
;;208,2291;87,74;208,2521;84,35
;;208;87,92;208,2237;84,37
;;207,7737;88,02;208,1841;84,39
;;207,4713;88,2;208,177;84,4
;;207,4566;88,21;208,1077;84,44
;;207,4432;88,22;208,0676;76,48
;;207,3815;88,25;207,6842;84,71
;;207,1679;88,38;207,6209;57,87
;;207;88,28;207,5879;84,78
;;206,8372;88,59;207,5181;47,9
;;206,8344;88,59;207,4823;84,85
;;206,7845;88,62;207,4474;84,87
;;206,7601;88,63;206,8122;85,26
;;206,6063;88,73;206,7666;85,29
;;206,3482;88,88;206,7383;71,34
;;206,3351;88,89;206,7339;85,31
;;206,3216;88,9;206,6687;69,72
;;206,0043;89,08;206,2764;27,05
;;206;88,96;206,1627;48,98
;;205,9304;89,12;205,98;85,8
;;205,9121;89,13;205,7266;85,96
;;205,8637;89,15;205,7226;85,97
;;205,6517;89,28;205,7033;85,98
;;205,6326;89,29;205,6116;86,04
;;205,5449;89,34;205,5222;72,88
;;205,3712;89,44;205,4093;86,17
;;205,3703;89,44;205,2122;86,29
;;205,3413;89,46;205,0801;86,37
;;205,3373;89,46;205,0742;86,38
;;205,2748;89,5;205,0379;86,4
;;205,2537;89,51;204,9849;86,44
;;205,1707;89,56;204,9279;46,81
;;205,1406;89,58;204,8312;86,53
;;204,9054;89,71;204,658;86,64
;;204,8893;89,72;204,507;86,73
;;204,8018;89,76;204,3725;86,81
;;204,7836;89,77;204,2719;86,87
;;204,6048;89,87;204,1939;59,91
;;204,4683;89,95;204,1329;84,71
;;204,3247;90,03;204,1089;86,97
;;204,2528;90,07;204,0274;71,33
;;204,1471;90,13;204,0139;87,03
;;204;90,07;203,9498;87,06
;;203,7323;90,36;203,9365;87,07
;;203,7289;90,36;203,8435;87,13
;;203,6985;90,38;203,498;87,34
;;203,5387;90,47;203,4876;76,99
;;203,4951;90,49;203,4823;87,35
;;203,4552;90,51;203,4152;87,39
;;203,3186;90,58;203,4044;87,4
;;202,9173;90,8;203,2498;87,49
;;202,8366;90,85;203,2432;87,5
;;202,7921;90,87;203,1413;87,56
;;202,6513;90,95;203,0771;87,59
;;202,6079;90,97;203,0278;87,62
;;202,5437;91,01;202,8842;87,71
;;202,5321;91,01;202,7866;87,77
;;202,4409;91,06;202,58;87,89
;;202,0698;91,26;202,5499;87,91
;;202;91,23;202,537;77,72
;;201,8591;91,38;202,533;87,92
;;201,6125;91,5;202,5302;87,92
;;201,5914;91,51;202,3455;88,03
;;201,4602;91,58;202,0651;88,19
;;201,2206;91,7;202,0043;88,23
;;201,0119;91,8;201,6525;88,44
;;201;91,81;201,5727;88,49
;;200,9513;91,83;201,4768;88,55
;;200,8022;91,91;201,4028;88,59
;;200,6963;91,96;201,3332;78,29
;;200,3252;92,15;200,9053;88,88
;;200,2214;92,2;200,8994;88,88
;;200,0144;92,3;200,7634;88,96
;;200;92,36;200,6876;75,88
;;199,5092;92,55;200,6668;77,47
;;199,5039;92,55;200,5347;89,1
;;199,4106;92,6;200,4146;89,17
;;199,3361;92,63;200,1758;89,31
;;199,3238;92,64;200,1216;89,34
;;199,2204;92,69;200,0645;89,37
;;199,0958;92,75;200,036;83,12
;;199,0369;92,78;199,8965;89,47
;;198,8405;92,87;199,8735;89,48
;;198,6636;92,95;199,8316;89,5
;;198,6284;92,96;199,7551;89,55
;;198,5274;93,01;199,752;89,55
;;198,1447;93,18;199,6532;89,61
;;197,8056;93,34;199,6123;89,63
;;197,3983;93,52;199,6005;89,64
;;197,3041;93,56;199,5734;89,65
;;197,1617;93,62;199,4179;89,74
;;196,9273;93,72;199,2872;84,78
;;196,9212;93,72;199,2365;89,84
;;196,7046;93,81;199,1285;89,9
;;196,7003;93,82;198,9512;69,72
;;196,6629;93,83;198,7151;59,66
;;196,5808;93,87;198,6926;90,14
;;196,5038;93,9;198,6477;90,17
;;196,5015;93,9;198,5964;90,19
;;196,4665;93,92;198,5396;90,23
;;196,3887;93,95;198,5233;90,23
;;196,3668;93,96;198,3581;90,32
;;196,3187;93,98;198,254;90,38
;;196,2657;94;198,2282;90,39
;;196,1242;94,06;197,7619;90,64
;;196,0933;94,07;197,5503;62,13
;;195,7943;94,19;197,3928;90,84
;;195,6604;94,25;197,332;90,87
;;195,4275;94,34;197,2831;90,89
;;195,3957;94,36;197,2225;90,93
;;195,3609;94,37;196,9873;91,05
;;195,2075;94,43;196,8852;91,1
;;195,1923;94,44;196,8104;90,39
;;195,1675;94,45;196,56;91,27
;;195,1421;94,46;196,4592;91,32
;;195,1069;94,48;196,1809;91,47
;;195;94,61;196,0472;91,54
;;194,9265;94,55;196,0149;91,55
;;194,8995;94,56;195,966;86,44
;;194,5141;94,71;195,9248;91,6
;;194,2987;94,8;195,8964;91,62
;;194,1856;94,84;195,7355;91,7
;;194,0189;94,9;195,6436;91,75
;;193,7418;95,01;195,5413;91,81
;;193,7242;95,02;195,5175;91,82
;;193,5458;95,09;195,4843;91,84
;;193,3376;95,16;195,3594;91,9
;;193,3261;95,16;195,2905;68,07
;;193,3109;95,17;195,1536;92
;;193,1073;95,24;195,1518;92,01
;;192,6426;95,4;195,0327;23,07
;;192,5585;95,43;194,8544;92,15
;;192,3014;95,52;194,7491;89,64
;;192,2979;95,52;194,6232;83,81
;;192,1929;95,56;194,264;92,45
;;192;95,67;194,2166;92,48
;;191,9533;95,64;194,1441;92,51
;;191,8052;95,7;194,061;92,56
;;191,5592;95,78;194,0086;92,58
;;191,5081;95,79;193,8686;76,36
;;191,2663;95,87;193,6459;53,18
;;191;95,87;193,4593;92,85
;;191;96,03;193,4289;90,23
;;190,9149;95,99;192,9435;72,88
;;190,9042;95,99;192,7299;93,18
;;190,7914;96,03;192,5007;93,29
;;190,6531;96,07;192,3868;93,34
;;190,3159;96,17;192,3608;93,35
;;190;96,22;192,1128;93,46
;;189,7206;96,36;192,0698;26,89
;;189,5775;96,4;192,0565;93,49
;;189,5751;96,4;191,8827;93,56
;;189,5041;96,42;191,8077;89,34
;;189;96,55;191,7587;93,62
;;188,7242;96,64;191,7097;72,88
;;188,5957;96,68;191,6801;93,65
;;188,5436;96,69;191,6479;93,67
;;188,4939;96,71;191,5505;93,71
;;188,3824;96,74;191,4933;90,93
;;188,3705;96,74;191,4684;70,72
;;188,2718;96,77;191,4166;93,77
;;188,2071;96,79;191,191;93,87
;;188,1955;96,79;191,0572;93,93
;;188,1339;96,81;190,7887;58,69
;;188;96,72;190,397;94,2
;;188;96,91;190,2408;87,34
;;187,9801;96,85;190,1938;94,28
;;187,9794;96,85;190,1165;94,32
;;187,7349;96,92;190,0873;94,33
;;187,5099;96,97;190,0257;94,36
;;187,4714;96,98;189,9831;94,38
;;187,3896;97,01;189,6564;94,51
;;187;97,14;189,6241;94,53
;;186,9053;97,14;189,5014;94,58
;;186,8451;97,15;189,4783;94,59
;;186,5438;97,22;188,9985;94,78
;;186,4602;97,24;188,9925;94,78
;;186,2614;97,29;188,8886;94,82
;;186,0555;97,34;188,8607;74,77
;;186;97,42;188,6725;94,9
;;185,7899;97,4;188,6299;94,92
;;185,7736;97,4;188,105;95,11
;;185,6838;97,43;188,0897;95,12
;;185,6081;97,44;188,046;95,14
;;185,54;97,46;188,0357;95,14
;;185,3017;97,52;187,9381;95,18
;;185,2394;97,53;187,7459;95,25
;;184,9684;97,59;187,514;95,33
;;184,8188;97,63;187,3212;95,4
;;184,5061;97,69;187,2948;95,41
;;184,3298;97,73;187,1017;95,47
;;184,2249;97,75;187,0683;95,48
;;184,0135;97,79;187,059;95,49
;;184,0048;97,8;187,0589;95,49
;;184;97,82;187,0515;95,49
;;183,9695;97,8;186,9707;85,8
;;183,9351;97,81;186,9619;85,31
;;183,8711;97,83;186,6838;95,62
;;183,8417;97,83;186,6783;89,1
;;183,4976;97,9;186,6649;95,63
;;183,4509;97,91;186,1583;95,8
;;183,4033;97,92;186,1522;95,8
;;183,3548;97,93;186,125;95,81
;;183,0786;97,98;186,0097;95,85
;;183;97,95;185,7354;95,94
;;182,9714;98;185,5184;84,19
;;182,8954;98,01;185,4874;96,02
;;182,8473;98,02;185,3966;96,04
;;182,6949;98,06;185,3363;96,07
;;182,5807;98,08;185,2586;96,09
;;182;98,19;185,2423;96,09
;;181,8387;98,21;185,162;80,3
;;181,5968;98,25;185,0013;96,17
;;181,5537;98,26;184,71;96,26
;;181,4393;98,28;184,71;96,26
;;181,3519;98,3;184,6897;96,26
;;181,2758;98,31;184,3982;96,35
;;180,7948;98,39;184,2987;77,07
;;180,7422;98,4;184,1736;96,42
;;180,3954;98,46;184,1665;96,42
;;180,3743;98,46;184,1347;96,43
;;180,2938;98,47;183,7541;96,55
;;180,2;98,49;183,659;96,57
;;180,0218;98,51;183,6558;96,57
;;180;98,54;183,3623;76,37
;;179,9955;98,52;183,0568;96,74
;;179,9491;98,52;182,9857;96,77
;;179,8854;98,54;182,9295;92,51
;;179,6783;98,56;182,9252;49,21
;;179,4417;98,6;182,8556;88,55
;;179,3013;98,62;182,8118;96,81
;;179,0625;98,65;182,7595;96,83
;;179;98,6;182,5913;96,87
;;178,7331;98,7;182,4801;96,81
;;178,6602;98,71;182,1031;97
;;178,4545;98,74;181,9735;97,04
;;178,4096;98,74;181,9473;97,05
;;178,1064;98,78;181,9097;97,05
;;178;98,84;181,8779;97,06
;;177,9683;98,8;181,6611;97,12
;;177,7026;98,83;181,4844;67,16
;;177,6926;98,83;181,4266;48,98
;;177,6406;98,84;181,3286;69,5
;;177,4911;98,86;181,2264;97,23
;;177,0702;98,91;181,0834;82,84
;;177,0537;98,91;181,0751;97,27
;;176,7806;98,94;180,7979;72,59
;;176,7531;98,95;180,7234;97,36
;;176,6967;98,96;180,6264;97,39
;;176,6321;98,96;180,5869;62,38
;;176,5535;98,97;180,5203;87,92
;;176,3866;98,99;180,4984;97,42
;;176,2959;99;180,4806;97,42
;;176,1242;99,02;180,4028;90,23
;;176;99,05;180,3796;97,45
;;175,9052;99,04;180,2502;97,48
;;175,6587;99,06;180,2007;97,49
;;175,5096;99,08;179,8163;96,43
;;175,3355;99,1;179,6729;97,6
;;175,2781;99,1;179,62;97,62
;;174,3922;99,19;179,5364;97,63
;;174,3731;99,19;179,5257;80,84
;;174,2925;99,2;179,4979;97,64
;;174,1241;99,22;179,4843;97,65
;;174,0169;99,23;179,3247;97,68
;;174,0063;99,23;179,1367;97,72
;;174;99,22;178,807;96,74
;;173,5712;99,27;178,7333;86,53
;;173,4604;99,28;178,6962;97,81
;;173,2182;99,3;178,6437;97,82
;;172,9702;99,32;178,2104;97,91
;;172,3673;99,37;178,1588;97,92
;;172;99,4;178,0686;97,94
;;171,9608;99,4;177,9833;61,95
;;171,8036;99,41;177,9196;15,91
;;171,4898;99,43;177,7936;97,99
;;171,3044;99,44;177,7845;97,99
;;170,6583;99,48;177,782;97,99
;;170,5406;99,49;177,7609;98
;;169;99,56;177,579;81,69
;;169;99,56;177,5687;97,6
;;168,3559;99,61;177,5558;89,1
;;167,8018;99,64;177,4802;98,05
;;167,5473;99,65;177,1863;91,7
;;167,0763;99,67;177,1612;79,64
;;166,7293;99,68;177,0279;98,14
;;166,4258;99,7;176,8874;98,16
;;165,4705;99,73;176,7604;98,18
;;165,4396;99,73;176,7125;98,19
;;164,2567;99,77;176,3629;98,25
;;163,5037;99,79;176,2703;98,27
;;163,2049;99,8;176,1641;73,58
;;162,4598;99,82;176,1509;98,29
;;161,9611;99,84;176,0939;98,3
;;161,2849;99,85;175,9346;98,32
;;160,9812;99,86;175,5891;97,82
;;160,2804;99,87;175,5098;73,02
;;155,8383;99,94;175,5045;82,96
;;153,8924;99,95;175,3574;58,21
;;151,3881;99,97;175,2215;98,44
;;140,5496;100;175,2126;97,05
;;;;175,0722;98,46
;;;;174,8452;92
;;;;174,8125;98,5
;;;;174,703;90,64
;;;;174,2756;98,58
;;;;173,9096;88,23
